cell,leiden_final
4843,Stem + TA
4844,T (CD4+)
4845,B (Plasma)
4846,B (Plasma)
4847,Stem + TA
4848,Tuft
4849,Stromal
4850,B (Plasma)
4851,Telocyte
4852,B (Plasma)
4853,Stem + TA
4854,Stem + TA
4855,Stem + TA
4856,Enterocyte (Mid Villus)
4857,Stem + TA
4858,Stromal
4859,T (CD4+)
4860,Enterocyte (Mid Villus)
4861,Enterocyte (Mid Villus)
4862,Macrophage + DC
4863,Endothelial
4864,Stromal
4865,B (Plasma)
4866,Stem + TA
4867,Endothelial
4868,Endothelial
4869,Removed
4870,T (CD4+)
4871,Macrophage + DC
4872,Stromal
4873,Stem + TA
4874,Stromal
4875,Paneth
4876,Enterocyte (Mid Villus)
4877,Stromal
4878,Stem + TA
4879,Endothelial
4880,Stromal
4881,Paneth
4882,Endothelial
4883,T (CD8+)
4884,B (Plasma)
4885,Macrophage + DC
4886,Stem + TA
4887,Enterocyte (Mid Villus)
4888,Telocyte
4889,B (Plasma)
4890,Macrophage + DC
4891,Stromal
4892,Macrophage + DC
4893,Enterocyte (Mid Villus)
4894,Removed
4895,Macrophage + DC
4896,T (CD8+)
4897,Stem + TA
4898,ICC
4899,Telocyte
4900,Paneth
4901,Stromal
4902,Stem + TA
4903,Goblet
4904,Stem + TA
4905,T (CD4+)
4906,Stem + TA
4907,Removed
4908,Endothelial
4909,Telocyte
4910,Macrophage + DC
4911,Enterocyte (Bottom Villus)
4912,Stem + TA
4913,Stem + TA
4914,Endothelial
4915,Removed
4916,Enterocyte (Bottom Villus)
4917,B (Plasma)
4918,Stromal
4919,Endothelial
4920,Endothelial
4921,Endothelial
4922,Stem + TA
4923,Stromal
4924,Endothelial
4925,Stromal
4926,Enterocyte (Mid Villus)
4927,Macrophage + DC
4928,Stromal
4929,Enterocyte (Bottom Villus)
4930,Removed
4931,Stem + TA
4932,T (CD4+)
4933,Enterocyte (Bottom Villus)
4934,Removed
4935,Stem + TA
4936,Telocyte
4937,Removed
4938,Removed
4939,Stem + TA
4940,Stem + TA
4941,Enterocyte (Bottom Villus)
4942,Enterocyte (Bottom Villus)
4943,Enterocyte (Bottom Villus)
4944,Macrophage + DC
4945,Pericyte
4946,B (Plasma)
4947,Enterocyte (Bottom Villus)
4948,Pericyte
4949,Stromal
4950,Paneth
4951,B (Plasma)
4952,B (Plasma)
4953,Stromal
4954,Stromal
4955,Enterocyte (Mid Villus)
4956,Enterocyte (Mid Villus)
4957,Stromal
4958,Enterocyte (Bottom Villus)
4959,T (CD4+)
4960,Macrophage + DC
4961,Enterocyte (Mid Villus)
4962,B (Plasma)
4963,Endothelial
4964,T (CD8+)
4965,Stromal
4966,Stem + TA
4967,Goblet
4968,Macrophage + DC
4969,"B (Follicular, Circulating)"
4970,Macrophage + DC
4971,Stromal
4972,Pericyte
4973,T (CD4+)
4974,Stem + TA
4975,Stem + TA
4976,Stromal
4977,Stromal
4978,Stromal
4979,Enterocyte (Mid Villus)
4980,T (CD4+)
4981,Stromal
4982,Stem + TA
4983,T (CD4+)
4984,Enterocyte (Mid Villus)
4985,Stem + TA
4986,Enterocyte (Bottom Villus)
4987,Stem + TA
4988,Pericyte
4989,Removed
4990,Enterocyte (Bottom Villus)
4991,T (CD4+)
4992,Removed
4993,Removed
4994,Stromal
4995,Pericyte
4996,Macrophage + DC
4997,Endothelial
4998,Removed
4999,Goblet
5000,Paneth
5001,Paneth
5002,Enterocyte (Bottom Villus)
5003,Enterocyte (Mid Villus)
5004,Removed
5005,Stem + TA
5006,Paneth
5007,Enterocyte (Bottom Villus)
5008,Endothelial
5009,Removed
5010,T (CD8+)
5011,Endothelial
5012,Removed
5013,Enterocyte (Mid Villus)
5014,Endothelial
5015,Goblet
5016,Endothelial
5017,Stem + TA
5018,Stem + TA
5019,T (CD4+)
5020,Removed
5021,T (CD4+)
5022,Removed
5023,Myenteric Plexus
5024,Stromal
5025,Stem + TA
5026,B (Plasma)
5027,Removed
5028,Removed
5029,Enterocyte (Bottom Villus)
5030,Stem + TA
5031,B (Plasma)
5032,Removed
5033,Smooth Muscle
5034,"B (Follicular, Circulating)"
5035,Macrophage + DC
5036,Macrophage + DC
5037,Stromal
5038,Stromal
5039,Enterocyte (Mid Villus)
5040,Stem + TA
5041,Macrophage + DC
5042,Removed
5043,Telocyte
5044,Pericyte
5045,Enterocyte (Mid Villus)
5046,T (CD4+)
5047,Enterocyte (Mid Villus)
5048,Stromal
5049,Stromal
5050,Stromal
5051,Endothelial
5052,Endothelial
5053,Enterocyte (Bottom Villus)
5054,Telocyte
5055,Enterocyte (Bottom Villus)
5056,Enterocyte (Mid Villus)
5057,Removed
5058,Macrophage + DC
5059,Stem + TA
5060,Stem + TA
5061,Endothelial
5062,Goblet
5063,Stem + TA
5064,B (Plasma)
5065,Paneth
5066,Goblet
5067,Pericyte
5068,T (CD8+)
5069,Removed
5070,Stromal
5071,Goblet
5072,Stromal
5073,Removed
5074,Smooth Muscle
5075,Macrophage + DC
5076,Macrophage + DC
5077,Stem + TA
5078,Stem + TA
5079,Removed
5080,Enterocyte (Mid Villus)
5081,Enterocyte (Mid Villus)
5082,Pericyte
5083,Paneth
5084,B (Plasma)
5085,Enterocyte (Mid Villus)
5086,T (CD4+)
5087,Enterocyte (Mid Villus)
5088,Stromal
5089,Paneth
5090,Removed
5091,Telocyte
5092,Removed
5093,Pericyte
5094,Goblet
5095,Paneth
5096,Endothelial
5097,Removed
5098,T (CD4+)
5099,Telocyte
5100,Removed
5101,Stromal
5102,Stem + TA
5103,Stem + TA
5104,Enterocyte (Mid Villus)
5105,Stem + TA
5106,Macrophage + DC
5107,Macrophage + DC
5108,Enterocyte (Bottom Villus)
5109,Smooth Muscle
5110,Goblet
5111,Macrophage + DC
5112,Removed
5113,Pericyte
5114,Pericyte
5115,Enterocyte (Top Villus)
5116,Stromal
5117,Stromal
5118,Goblet
5119,T (CD4+)
5120,Removed
5121,Macrophage + DC
5122,Stem + TA
5123,Stem + TA
5124,Macrophage + DC
5125,T (CD4+)
5126,Macrophage + DC
5127,Endothelial
5128,Endothelial
5129,Endothelial
5130,Stem + TA
5131,B (Plasma)
5132,Goblet
5133,Paneth
5134,Removed
5135,Removed
5136,Telocyte
5137,Stem + TA
5138,Goblet
5139,Stromal
5140,Removed
5141,Removed
5142,T (CD4+)
5143,Endothelial
5144,Enterocyte (Mid Villus)
5145,Goblet
5146,Enterocyte (Bottom Villus)
5147,Stem + TA
5148,T (CD4+)
5149,Paneth
5150,T (CD4+)
5151,Macrophage + DC
5152,Enterocyte (Mid Villus)
5153,Macrophage + DC
5154,Stem + TA
5155,Macrophage + DC
5156,Removed
5157,Macrophage + DC
5158,Enterocyte (Bottom Villus)
5159,Enterocyte (Bottom Villus)
5160,Stromal
5161,Paneth
5162,Pericyte
5163,Enterocyte (Mid Villus)
5164,Enterocyte (Mid Villus)
5165,Stem + TA
5166,Enterocyte (Mid Villus)
5167,Stromal
5168,Smooth Muscle
5169,Removed
5170,Removed
5171,Smooth Muscle
5172,Paneth
5173,Stromal
5174,Removed
5175,Endothelial
5176,Macrophage + DC
5177,B (Plasma)
5178,Enterocyte (Mid Villus)
5179,Enterocyte (Mid Villus)
5180,Pericyte
5181,Enterocyte (Bottom Villus)
5182,Removed
5183,Endothelial
5184,Stem + TA
5185,Paneth
5186,Pericyte
5187,Stromal
5188,Enterocyte (Mid Villus)
5189,Removed
5190,Endothelial
5191,Stem + TA
5192,"B (Follicular, Circulating)"
5193,Enterocyte (Mid Villus)
5194,Pericyte
5195,Stem + TA
5196,Removed
5197,Enterocyte (Bottom Villus)
5198,Stem + TA
5199,Telocyte
5200,Stromal
5201,B (Plasma)
5202,Removed
5203,Stem + TA
5204,Pericyte
5205,Stromal
5206,Endothelial
5207,T (CD4+)
5208,Pericyte
5209,Macrophage + DC
5210,Macrophage + DC
5211,Goblet
5212,Stem + TA
5213,Stem + TA
5214,Removed
5215,Stromal
5216,Removed
5217,Enterocyte (Mid Villus)
5218,Enterocyte (Mid Villus)
5219,Macrophage + DC
5220,Telocyte
5221,Paneth
5222,Macrophage + DC
5223,Stromal
5224,Removed
5225,Paneth
5226,Stromal
5227,Stem + TA
5228,Myenteric Plexus
5229,T (CD4+)
5230,Macrophage + DC
5231,Pericyte
5232,Endothelial
5233,Macrophage + DC
5234,Removed
5235,Goblet
5236,Macrophage + DC
5237,Stromal
5238,Removed
5239,Removed
5240,Stem + TA
5241,Macrophage + DC
5242,Stromal
5243,Enterocyte (Mid Villus)
5244,T (CD4+)
5245,Stromal
5246,Enterocyte (Mid Villus)
5247,Smooth Muscle
5248,Removed
5249,Removed
5250,Stromal
5251,Removed
5252,Endothelial
5253,Paneth
5254,Enterocyte (Mid Villus)
5255,Goblet
5256,Enterocyte (Mid Villus)
5257,Pericyte
5258,Stem + TA
5259,"B (Follicular, Circulating)"
5260,Removed
5261,Enterocyte (Mid Villus)
5262,Endothelial
5263,Stem + TA
5264,T (CD4+)
5265,Enterocyte (Mid Villus)
5266,Removed
5267,Removed
5268,Enterocyte (Mid Villus)
5269,Removed
5270,Macrophage + DC
5271,Stem + TA
5272,Paneth
5273,T (CD4+)
5274,Stromal
5275,Pericyte
5276,T (CD4+)
5277,Enterocyte (Bottom Villus)
5278,Paneth
5279,T (CD4+)
5280,B (Plasma)
5281,Removed
5282,T (CD8+)
5283,Enterocyte (Mid Villus)
5284,Removed
5285,Paneth
5286,T (CD4+)
5287,Endothelial
5288,Enterocyte (Mid Villus)
5289,Endothelial
5290,Stromal
5291,Paneth
5292,Enterocyte (Mid Villus)
5293,Paneth
5294,Stromal
5295,Stromal
5296,ICC
5297,Macrophage + DC
5298,Stem + TA
5299,Paneth
5300,Paneth
5301,T (CD4+)
5302,T (CD4+)
5303,Removed
5304,Telocyte
5305,Enterocyte (Mid Villus)
5306,Stromal
5307,Telocyte
5308,B (Plasma)
5309,Pericyte
5310,Paneth
5311,Stromal
5312,Removed
5313,Enterocyte (Mid Villus)
5314,Enterocyte (Mid Villus)
5315,Removed
5316,Stromal
5317,B (Plasma)
5318,Macrophage + DC
5319,Endothelial
5320,Enterocyte (Mid Villus)
5321,Macrophage + DC
5322,Paneth
5323,Removed
5324,Macrophage + DC
5325,Enterocyte (Top Villus)
5326,Enterocyte (Mid Villus)
5327,Smooth Muscle
5328,Removed
5329,Macrophage + DC
5330,Macrophage + DC
5331,Enterocyte (Bottom Villus)
5332,Stem + TA
5333,Stem + TA
5334,B (Plasma)
5335,Stromal
5336,Macrophage + DC
5337,Stem + TA
5338,Pericyte
5339,Removed
5340,Stromal
5341,Stromal
5342,T (CD8+)
5343,Removed
5344,Stem + TA
5345,B (Plasma)
5346,Endothelial
5347,T (CD4+)
5348,Macrophage + DC
5349,Endothelial
5350,Removed
5351,Stem + TA
5352,T (CD4+)
5353,Enterocyte (Bottom Villus)
5354,Removed
5355,Macrophage + DC
5356,Stromal
5357,T (CD4+)
5358,T (CD4+)
5359,Removed
5360,B (Plasma)
5361,T (CD4+)
5362,Endothelial
5363,Macrophage + DC
5364,Pericyte
5365,Enterocyte (Mid Villus)
5366,Endothelial
5367,Endothelial
5368,Stem + TA
5369,Telocyte
5370,Telocyte
5371,Stem + TA
5372,T (CD4+)
5373,T (CD4+)
5374,Stromal
5375,Goblet
5376,Endothelial
5377,T (CD8+)
5378,Stem + TA
5379,Stromal
5380,"B (Follicular, Circulating)"
5381,Removed
5382,Removed
5383,Endothelial
5384,Removed
5385,Stromal
5386,Pericyte
5387,Goblet
5388,Macrophage + DC
5389,Removed
5390,Removed
5391,T (CD8+)
5392,Removed
5393,Enterocyte (Bottom Villus)
5394,Stem + TA
5395,Removed
5396,Endothelial
5397,Enterocyte (Bottom Villus)
5398,Endothelial
5399,Stromal
5400,Stromal
5401,Stromal
5402,Removed
5403,Paneth
5404,Paneth
5405,Paneth
5406,Stromal
5407,Paneth
5408,B (Plasma)
5409,Removed
5410,Removed
5411,Stromal
5412,Removed
5413,Removed
5414,T (CD8+)
5415,Pericyte
5416,T (CD8+)
5417,Removed
5418,"B (Follicular, Circulating)"
5419,T (CD8+)
5420,B (Plasma)
5421,Endothelial
5422,Removed
5423,Stromal
5424,B (Plasma)
5425,Goblet
5426,Stem + TA
5427,Endothelial
5428,B (Plasma)
5429,T (CD4+)
5430,Stromal
5431,Enterocyte (Mid Villus)
5432,Goblet
5433,Removed
5434,Removed
5435,B (Plasma)
5436,Stem + TA
5437,Enterocyte (Bottom Villus)
5438,Removed
5439,Stem + TA
5440,Macrophage + DC
5441,Removed
5442,T (CD4+)
5443,Macrophage + DC
5444,Stromal
5445,Enterocyte (Mid Villus)
5446,Enterocyte (Bottom Villus)
5447,Enterocyte (Bottom Villus)
5448,T (CD4+)
5449,Paneth
5450,Enterocyte (Mid Villus)
5451,Macrophage + DC
5452,Paneth
5453,T (CD4+)
5454,Stromal
5455,Paneth
5456,Macrophage + DC
5457,T (CD8+)
5458,Endothelial
5459,Removed
5460,Stem + TA
5461,Stromal
5462,B (Plasma)
5463,Removed
5464,Removed
5465,Removed
5466,Macrophage + DC
5467,Macrophage + DC
5468,Removed
5469,Removed
5470,Paneth
5471,Endothelial
5472,B (Plasma)
5473,Goblet
5474,T (CD4+)
5475,Removed
5476,T (CD4+)
5477,Macrophage + DC
5478,Stem + TA
5479,Tuft
5480,Stromal
5481,B (Plasma)
5482,Removed
5483,Removed
5484,Removed
5485,Stromal
5486,Pericyte
5487,B (Plasma)
5488,Endothelial
5489,Macrophage + DC
5490,Goblet
5491,Removed
5492,Removed
5493,Removed
5494,Stem + TA
5495,Removed
5496,Enterocyte (Mid Villus)
5497,T (CD4+)
5498,Endothelial
5499,Removed
5500,Stem + TA
5501,Stem + TA
5502,Removed
5503,B (Plasma)
5504,Removed
5505,Removed
5506,Removed
5507,Removed
5508,Goblet
5509,Enterocyte (Mid Villus)
5510,Removed
5511,Stromal
5512,T (CD4+)
5513,Macrophage + DC
5514,Endothelial
5515,Goblet
5516,B (Plasma)
5517,Stem + TA
5518,Removed
5519,Macrophage + DC
5520,Stromal
5521,Telocyte
5522,Removed
5523,Endothelial
5524,Paneth
5525,Removed
5526,Removed
5527,Removed
5528,Pericyte
5529,Macrophage + DC
5530,Macrophage + DC
5531,Paneth
5532,Pericyte
5533,Goblet
5534,Stromal
5535,Macrophage + DC
5536,Enterocyte (Mid Villus)
5537,Stromal
5538,B (Plasma)
5539,Stromal
5540,Macrophage + DC
5541,Smooth Muscle
5542,Goblet
5543,Removed
5544,Endothelial
5545,Paneth
5546,Goblet
5547,Enterocyte (Mid Villus)
5548,Macrophage + DC
5549,Removed
5550,Removed
5551,T (CD4+)
5552,Stromal
5553,Stromal
5554,Macrophage + DC
5555,Stromal
5556,Endothelial
5557,Removed
5558,Stem + TA
5559,Enterocyte (Mid Villus)
5560,Removed
5561,Macrophage + DC
5562,Stromal
5563,B (Plasma)
5564,Pericyte
5565,Paneth
5566,Endothelial
5567,"B (Follicular, Circulating)"
5568,Stromal
5569,Stem + TA
5570,Telocyte
5571,Macrophage + DC
5572,Removed
5573,Stromal
5574,Removed
5575,Removed
5576,Enterocyte (Mid Villus)
5577,Removed
5578,Enterocyte (Bottom Villus)
5579,Removed
5580,B (Plasma)
5581,Stem + TA
5582,T (CD4+)
5583,Removed
5584,Removed
5585,Stromal
5586,Removed
5587,B (Plasma)
5588,Removed
5589,Removed
5590,Stromal
5591,Macrophage + DC
5592,Removed
5593,Macrophage + DC
5594,Pericyte
5595,Telocyte
5596,Stem + TA
5597,T (CD4+)
5598,T (CD4+)
5599,Removed
5600,Removed
5601,T (CD4+)
5602,Removed
5603,Stem + TA
5604,Stromal
5605,Removed
5606,Enterocyte (Mid Villus)
5607,Stem + TA
5608,Goblet
5609,Removed
5610,Removed
5611,Enterocyte (Bottom Villus)
5612,"B (Follicular, Circulating)"
5613,Stromal
5614,Removed
5615,Macrophage + DC
5616,Removed
5617,Enterocyte (Bottom Villus)
5618,Removed
5619,T (CD4+)
5620,Removed
5621,Removed
5622,Removed
5623,Removed
5624,Removed
5625,Stromal
5626,Macrophage + DC
5627,Removed
5628,Enterocyte (Bottom Villus)
5629,Removed
5630,Enterocyte (Mid Villus)
5631,T (CD4+)
5632,Removed
5633,T (CD4+)
5634,Pericyte
5635,Paneth
5636,Removed
5637,Removed
5638,Enterocyte (Mid Villus)
5639,Removed
5640,Macrophage + DC
5641,Pericyte
5642,Removed
5643,Stem + TA
5644,Removed
5645,Removed
5646,Removed
5647,Removed
5648,Removed
5649,Enterocyte (Mid Villus)
5650,Removed
5651,Removed
5652,Removed
5653,Removed
5654,Macrophage + DC
5655,Stromal
5656,Removed
5657,Macrophage + DC
5658,Removed
5659,Removed
5660,Endothelial
5661,Stromal
5662,Removed
5663,Enterocyte (Top Villus)
5664,Tuft
5665,T (CD4+)
5666,Removed
5667,T (CD4+)
5668,Pericyte
5669,Telocyte
5670,Stromal
5671,Removed
5672,Enterocyte (Mid Villus)
5673,Removed
5674,Removed
5675,Stem + TA
5676,Removed
5677,Removed
5678,Removed
5679,Removed
5680,Removed
5681,Removed
5682,Removed
5683,Removed
5684,Removed
5685,Removed
5686,Removed
5687,Removed
5688,Removed
5689,Macrophage + DC
5690,Removed
5691,Removed
5692,Removed
5693,Removed
5694,Enterocyte (Bottom Villus)
5695,Stromal
5696,Removed
5697,Stem + TA
5698,Macrophage + DC
5699,Removed
5700,Macrophage + DC
5701,Paneth
5702,T (CD4+)
5703,Removed
5704,Endothelial
5705,Removed
5706,Removed
5707,Removed
5708,Removed
5709,Removed
5710,Removed
5711,Removed
5712,Endothelial
5713,Removed
5714,Removed
5715,Removed
5716,Removed
5717,Removed
5718,Removed
5719,Removed
5720,Removed
5721,Enterocyte (Mid Villus)
5722,Removed
5723,Removed
5724,Removed
5725,T (CD4+)
5726,Removed
5727,Macrophage + DC
5728,Removed
5729,Removed
5730,Removed
5731,Removed
5732,Removed
5733,Removed
5734,Removed
5735,Removed
5736,Removed
5737,Removed
5738,Removed
5739,Removed
5740,Removed
5741,Removed
5742,Removed
5743,Removed
5744,Removed
5745,Removed
5746,Stromal
5747,Removed
5748,Goblet
5749,Stromal
5750,Removed
5751,Removed
5752,Macrophage + DC
5753,T (CD4+)
5754,Removed
5755,Removed
5756,Removed
5757,Removed
5758,Removed
5759,Removed
5760,Removed
5761,Removed
5762,Removed
5763,Removed
5764,Removed
5765,Removed
5766,Removed
5767,Enterocyte (Top Villus)
5768,Removed
5769,Removed
5770,Removed
5771,Enterocyte (Mid Villus)
5772,Removed
5773,Removed
5774,Removed
5775,Removed
5776,Removed
5777,Removed
5778,Removed
5779,Removed
5780,Stem + TA
5781,Removed
5782,Enterocyte (Mid Villus)
5783,Removed
5784,Removed
5785,Removed
5786,Removed
5787,Removed
5788,Removed
5789,Removed
5790,Stromal
5791,Removed
5792,Removed
5793,Removed
5794,Removed
5795,Removed
5796,Removed
5797,Removed
5798,Removed
5799,Removed
5800,Removed
